id	donor	grade	gradeIdx	pdef	name	addName	mode	clearDesc
10949	1125	S	5	55	Sage's Rag Boots		add	0
10950	41	C	2	58	Karmian Tunic Helmet		add	0
439	439	C	2	74	Karmian Tunic		update	0
10951	471	C	2	46	Karmian Tunic Stockings		add	0
10952	2454	C	2	39	Karmian Tunic Gloves		add	0
10953	2430	C	2	39	Karmian Tunic Boots		add	0
10954	41	B	3	67	Karmian Tunic Helmet		add	0
10955	439	B	3	83	Karmian Tunic		add	0
10956	471	B	3	52	Karmian Tunic Stockings		add	0
10957	2454	B	3	44	Karmian Tunic Gloves		add	0
10958	2430	B	3	45	Karmian Tunic Boots		add	0
10959	41	A	4	73	Karmian Tunic Helmet		add	0
10960	439	A	4	91	Karmian Tunic		add	0
10961	471	A	4	56	Karmian Tunic Stockings		add	0
10962	2454	A	4	49	Karmian Tunic Gloves		add	0
10963	2430	A	4	49	Karmian Tunic Boots		add	0
10964	41	S	5	83	Karmian Tunic Helmet		add	0
10965	439	S	5	102	Karmian Tunic		add	0
10966	471	S	5	64	Karmian Tunic Stockings		add	0
10967	2454	S	5	55	Karmian Tunic Gloves		add	0
10968	2430	S	5	55	Karmian Tunic Boots		add	0
10969	41	C	2	58	Demon's Tunic Helmet		add	0
441	441	C	2	74	Demon's Tunic		update	0
10970	472	C	2	46	Demon's Tunic Stockings		add	0
10971	2459	C	2	39	Demon's Tunic Gloves		add	0
10972	2435	C	2	39	Demon's Tunic Boots		add	0
10973	41	B	3	67	Demon's Tunic Helmet		add	0
10974	441	B	3	83	Demon's Tunic		add	0
10975	472	B	3	52	Demon's Tunic Stockings		add	0
10976	2459	B	3	44	Demon's Tunic Gloves		add	0
10977	2435	B	3	45	Demon's Tunic Boots		add	0
10978	41	A	4	73	Demon's Tunic Helmet		add	0
10979	441	A	4	91	Demon's Tunic		add	0
10980	472	A	4	56	Demon's Tunic Stockings		add	0
10981	2459	A	4	49	Demon's Tunic Gloves		add	0
10982	2435	A	4	49	Demon's Tunic Boots		add	0
10983	41	S	5	83	Demon's Tunic Helmet		add	0
10984	441	S	5	102	Demon's Tunic		add	0
10985	472	S	5	64	Demon's Tunic Stockings		add	0
10986	2459	S	5	55	Demon's Tunic Gloves		add	0
10987	2435	S	5	55	Demon's Tunic Boots		add	0
10988	41	C	2	58	Divine Tunic Helmet		add	0
442	442	C	2	74	Divine Tunic		update	0
10989	473	C	2	46	Divine Tunic Stockings		add	0
10990	2463	C	2	39	Divine Tunic Gloves		add	0
10991	1126	C	2	39	Divine Tunic Boots		add	0
10992	41	B	3	67	Divine Tunic Helmet		add	0
10993	442	B	3	83	Divine Tunic		add	0
10994	473	B	3	52	Divine Tunic Stockings		add	0
10995	2463	B	3	44	Divine Tunic Gloves		add	0
10996	1126	B	3	45	Divine Tunic Boots		add	0
10997	41	A	4	73	Divine Tunic Helmet		add	0
10998	442	A	4	91	Divine Tunic		add	0
10999	473	A	4	56	Divine Tunic Stockings		add	0
11000	2463	A	4	49	Divine Tunic Gloves		add	0
11001	1126	A	4	49	Divine Tunic Boots		add	0
11002	41	S	5	83	Divine Tunic Helmet		add	0
11003	442	S	5	102	Divine Tunic		add	0
11004	473	S	5	64	Divine Tunic Stockings		add	0
11005	2463	S	5	55	Divine Tunic Gloves		add	0
11006	1126	S	5	55	Divine Tunic Boots		add	0
11007	41	NG	0	26	Cotton Tunic Helmet		add	0
1100	1100	NG	0	34	Cotton Tunic		update	0
11008	1103	NG	0	22	Cotton Tunic Stockings		add	0
11009	48	NG	0	20	Cotton Tunic Gloves		add	0
11010	1122	NG	0	20	Cotton Tunic Boots		add	0
11011	41	D	1	44	Cotton Tunic Helmet		add	0
11012	1100	D	1	52	Cotton Tunic		add	0
11013	1103	D	1	33	Cotton Tunic Stockings		add	0
11014	48	D	1	29	Cotton Tunic Gloves		add	0
11015	1122	D	1	29	Cotton Tunic Boots		add	0
11016	41	C	2	58	Cotton Tunic Helmet		add	0
11017	1100	C	2	74	Cotton Tunic		add	0
11018	1103	C	2	46	Cotton Tunic Stockings		add	0
11019	48	C	2	39	Cotton Tunic Gloves		add	0
11020	1122	C	2	39	Cotton Tunic Boots		add	0
11021	41	B	3	67	Cotton Tunic Helmet		add	0
11022	1100	B	3	83	Cotton Tunic		add	0
11023	1103	B	3	52	Cotton Tunic Stockings		add	0
11024	48	B	3	44	Cotton Tunic Gloves		add	0
11025	1122	B	3	45	Cotton Tunic Boots		add	0
11026	41	A	4	73	Cotton Tunic Helmet		add	0
11027	1100	A	4	91	Cotton Tunic		add	0
11028	1103	A	4	56	Cotton Tunic Stockings		add	0
11029	48	A	4	49	Cotton Tunic Gloves		add	0
11030	1122	A	4	49	Cotton Tunic Boots		add	0
11031	41	S	5	83	Cotton Tunic Helmet		add	0
11032	1100	S	5	102	Cotton Tunic		add	0
11033	1103	S	5	64	Cotton Tunic Stockings		add	0
11034	48	S	5	55	Cotton Tunic Gloves		add	0
11035	1122	S	5	55	Cotton Tunic Boots		add	0
11036	41	NG	0	26	Tunic of Devotion Helmet		add	0
1101	1101	NG	0	34	Tunic of Devotion		update	0
11037	1104	NG	0	22	Tunic of Devotion Stockings		add	0
11038	48	NG	0	20	Tunic of Devotion Gloves		add	0
11039	35	NG	0	20	Tunic of Devotion Boots		add	0
11040	41	D	1	44	Tunic of Devotion Helmet		add	0
11041	1101	D	1	52	Tunic of Devotion		add	0
11042	1104	D	1	33	Tunic of Devotion Stockings		add	0
11043	48	D	1	29	Tunic of Devotion Gloves		add	0
11044	35	D	1	29	Tunic of Devotion Boots		add	0
11045	41	C	2	58	Tunic of Devotion Helmet		add	0
11046	1101	C	2	74	Tunic of Devotion		add	0
11047	1104	C	2	46	Tunic of Devotion Stockings		add	0
11048	48	C	2	39	Tunic of Devotion Gloves		add	0
11049	35	C	2	39	Tunic of Devotion Boots		add	0
11050	41	B	3	67	Tunic of Devotion Helmet		add	0
11051	1101	B	3	83	Tunic of Devotion		add	0
11052	1104	B	3	52	Tunic of Devotion Stockings		add	0
11053	48	B	3	44	Tunic of Devotion Gloves		add	0
11054	35	B	3	45	Tunic of Devotion Boots		add	0
11055	41	A	4	73	Tunic of Devotion Helmet		add	0
11056	1101	A	4	91	Tunic of Devotion		add	0
11057	1104	A	4	56	Tunic of Devotion Stockings		add	0
11058	48	A	4	49	Tunic of Devotion Gloves		add	0
11059	35	A	4	49	Tunic of Devotion Boots		add	0
11060	41	S	5	83	Tunic of Devotion Helmet		add	0
11061	1101	S	5	102	Tunic of Devotion		add	0
11062	1104	S	5	64	Tunic of Devotion Stockings		add	0
11063	48	S	5	55	Tunic of Devotion Gloves		add	0
11064	35	S	5	55	Tunic of Devotion Boots		add	0
11065	41	NG	0	26	Tunic of Magic Helmet		add	0
1102	1102	NG	0	34	Tunic of Magic		update	0
11066	1105	NG	0	22	Tunic of Magic Stockings		add	0
11067	48	NG	0	20	Tunic of Magic Gloves		add	0
11068	35	NG	0	20	Tunic of Magic Boots		add	0
11069	41	D	1	44	Tunic of Magic Helmet		add	0
11070	1102	D	1	52	Tunic of Magic		add	0
11071	1105	D	1	33	Tunic of Magic Stockings		add	0
11072	48	D	1	29	Tunic of Magic Gloves		add	0
11073	35	D	1	29	Tunic of Magic Boots		add	0
11074	41	C	2	58	Tunic of Magic Helmet		add	0
11075	1102	C	2	74	Tunic of Magic		add	0
11076	1105	C	2	46	Tunic of Magic Stockings		add	0
11077	48	C	2	39	Tunic of Magic Gloves		add	0
11078	35	C	2	39	Tunic of Magic Boots		add	0
11079	41	B	3	67	Tunic of Magic Helmet		add	0
11080	1102	B	3	83	Tunic of Magic		add	0
11081	1105	B	3	52	Tunic of Magic Stockings		add	0
11082	48	B	3	44	Tunic of Magic Gloves		add	0
11083	35	B	3	45	Tunic of Magic Boots		add	0
11084	41	A	4	73	Tunic of Magic Helmet		add	0
11085	1102	A	4	91	Tunic of Magic		add	0
11086	1105	A	4	56	Tunic of Magic Stockings		add	0
11087	48	A	4	49	Tunic of Magic Gloves		add	0
11088	35	A	4	49	Tunic of Magic Boots		add	0
11089	41	S	5	83	Tunic of Magic Helmet		add	0
11090	1102	S	5	102	Tunic of Magic		add	0
11091	1105	S	5	64	Tunic of Magic Stockings		add	0
11092	48	S	5	55	Tunic of Magic Gloves		add	0
11093	35	S	5	55	Tunic of Magic Boots		add	0
11094	2416	NG	0	26	Squire's Shirt Helmet		add	0
1146	1146	NG	0	53	Squire's Shirt		update	0
11095	1147	NG	0	33	Squire's Shirt Gaiters		add	0
11096	49	NG	0	20	Squire's Shirt Gloves		add	0
11097	1121	NG	0	20	Squire's Shirt Boots		add	0
11098	2416	D	1	44	Squire's Shirt Helmet		add	0
11099	1146	D	1	77	Squire's Shirt		add	0
11100	1147	D	1	48	Squire's Shirt Gaiters		add	0
11101	49	D	1	29	Squire's Shirt Gloves		add	0
11102	1121	D	1	29	Squire's Shirt Boots		add	0
11103	2416	C	2	58	Squire's Shirt Helmet		add	0
11104	1146	C	2	110	Squire's Shirt		add	0
11105	1147	C	2	69	Squire's Shirt Gaiters		add	0
11106	49	C	2	39	Squire's Shirt Gloves		add	0
11107	1121	C	2	39	Squire's Shirt Boots		add	0
11108	2416	B	3	67	Squire's Shirt Helmet		add	0
11109	1146	B	3	124	Squire's Shirt		add	0
11110	1147	B	3	78	Squire's Shirt Gaiters		add	0
11111	49	B	3	44	Squire's Shirt Gloves		add	0
11112	1121	B	3	45	Squire's Shirt Boots		add	0
11113	2416	A	4	73	Squire's Shirt Helmet		add	0
11114	1146	A	4	136	Squire's Shirt		add	0
11115	1147	A	4	84	Squire's Shirt Gaiters		add	0
11116	49	A	4	49	Squire's Shirt Gloves		add	0
11117	1121	A	4	49	Squire's Shirt Boots		add	0
11118	2416	S	5	83	Squire's Shirt Helmet		add	0
11119	1146	S	5	153	Squire's Shirt		add	0
11120	1147	S	5	96	Squire's Shirt Gaiters		add	0
11121	49	S	5	55	Squire's Shirt Gloves		add	0
11122	1121	S	5	55	Squire's Shirt Boots		add	0
11123	7860	B	3	67	Avadon Breastplate Helmet		add	1
2376	2376	B	3	166	Avadon Breastplate		update	0
11124	2379	B	3	104	Avadon Breastplate Gaiters		add	0
11125	5714	B	3	44	Avadon Breastplate Gloves		add	0
11126	5730	B	3	45	Avadon Breastplate Boots		add	0
11127	7860	A	4	73	Avadon Breastplate Helmet		add	1
11128	2376	A	4	180	Avadon Breastplate		add	0
11129	2379	A	4	113	Avadon Breastplate Gaiters		add	0
11130	5714	A	4	49	Avadon Breastplate Gloves		add	0
11131	5730	A	4	49	Avadon Breastplate Boots		add	0
11132	7860	S	5	83	Avadon Breastplate Helmet		add	1
11133	2376	S	5	205	Avadon Breastplate		add	0
11134	2379	S	5	128	Avadon Breastplate Gaiters		add	0
11135	5714	S	5	55	Avadon Breastplate Gloves		add	0
11136	5730	S	5	55	Avadon Breastplate Boots		add	0
11137	7860	B	3	67	Doom Plate Armor Helmet		add	1
2381	2381	B	3	270	Doom Plate Armor		update	0
11138	5722	B	3	44	Doom Plate Armor Gloves		add	0
11139	5738	B	3	45	Doom Plate Armor Boots		add	0
11140	7860	A	4	73	Doom Plate Armor Helmet		add	1
11141	2381	A	4	293	Doom Plate Armor		add	0
11142	5722	A	4	49	Doom Plate Armor Gloves		add	0
11143	5738	A	4	49	Doom Plate Armor Boots		add	0
11144	7860	S	5	83	Doom Plate Armor Helmet		add	1
11145	2381	S	5	333	Doom Plate Armor		add	0
11146	5722	S	5	55	Doom Plate Armor Gloves		add	0
11147	5738	S	5	55	Doom Plate Armor Boots		add	0
11148	7860	A	4	73	Tallum Plate Armor Helmet		add	1
2382	2382	A	4	293	Tallum Plate Armor		update	0
11149	5768	A	4	49	Tallum Plate Armor Gloves		add	0
11150	5780	A	4	49	Tallum Plate Armor Boots		add	0
11151	7860	S	5	83	Tallum Plate Armor Helmet		add	1
11152	2382	S	5	333	Tallum Plate Armor		add	0
11153	5768	S	5	55	Tallum Plate Armor Gloves		add	0
11154	5780	S	5	55	Tallum Plate Armor Boots		add	0
11155	7860	A	4	73	Majestic Plate Armor Helmet		add	1
2383	2383	A	4	293	Majestic Plate Armor		update	0
11156	5774	A	4	49	Majestic Plate Armor Gloves		add	0
11157	5786	A	4	49	Majestic Plate Armor Boots		add	0
11158	7860	S	5	83	Majestic Plate Armor Helmet		add	1
11159	2383	S	5	333	Majestic Plate Armor		add	0
11160	5774	S	5	55	Majestic Plate Armor Gloves		add	0
11161	5786	S	5	55	Majestic Plate Armor Boots		add	0
11162	2416	B	3	67	Zubei's Leather Shirt Helmet		add	0
2384	2384	B	3	124	Zubei's Leather Shirt		update	0
11163	2388	B	3	78	Zubei's Leather Shirt Gaiters		add	0
11164	5711	B	3	44	Zubei's Leather Shirt Gloves		add	0
11165	5727	B	3	45	Zubei's Leather Shirt Boots		add	0
11166	2416	A	4	73	Zubei's Leather Shirt Helmet		add	0
11167	2384	A	4	136	Zubei's Leather Shirt		add	0
11168	2388	A	4	84	Zubei's Leather Shirt Gaiters		add	0
11169	5711	A	4	49	Zubei's Leather Shirt Gloves		add	0
11170	5727	A	4	49	Zubei's Leather Shirt Boots		add	0
11171	2416	S	5	83	Zubei's Leather Shirt Helmet		add	0
11172	2384	S	5	153	Zubei's Leather Shirt		add	0
11173	2388	S	5	96	Zubei's Leather Shirt Gaiters		add	0
11174	5711	S	5	55	Zubei's Leather Shirt Gloves		add	0
11175	5727	S	5	55	Zubei's Leather Shirt Boots		add	0
11176	2416	A	4	73	Dark Crystal Leather Armor Helmet		add	0
2385	2385	A	4	136	Dark Crystal Leather Armor		update	0
11177	2389	A	4	84	Dark Crystal Leather Armor Gaiters		add	0
11178	5766	A	4	49	Dark Crystal Leather Armor Gloves		add	0
11179	5778	A	4	49	Dark Crystal Leather Armor Boots		add	0
11180	2416	S	5	83	Dark Crystal Leather Armor Helmet		add	0
11181	2385	S	5	153	Dark Crystal Leather Armor		add	0
11182	2389	S	5	96	Dark Crystal Leather Armor Gaiters		add	0
11183	5766	S	5	55	Dark Crystal Leather Armor Gloves		add	0
11184	5778	S	5	55	Dark Crystal Leather Armor Boots		add	0
11185	2416	B	3	67	Avadon Leather Armor Helmet		add	0
2390	2390	B	3	202	Avadon Leather Armor		update	0
11186	5715	B	3	44	Avadon Leather Armor Gloves		add	0
11187	5731	B	3	45	Avadon Leather Armor Boots		add	0
11188	2416	A	4	73	Avadon Leather Armor Helmet		add	0
11189	2390	A	4	220	Avadon Leather Armor		add	0
11190	5715	A	4	49	Avadon Leather Armor Gloves		add	0
11191	5731	A	4	49	Avadon Leather Armor Boots		add	0
11192	2416	S	5	83	Avadon Leather Armor Helmet		add	0
11193	2390	S	5	249	Avadon Leather Armor		add	0
11194	5715	S	5	55	Avadon Leather Armor Gloves		add	0
11195	5731	S	5	55	Avadon Leather Armor Boots		add	0
11196	2416	B	3	67	Blue Wolf Leather Armor Helmet		add	0
2391	2391	B	3	202	Blue Wolf Leather Armor		update	0
11197	5719	B	3	44	Blue Wolf Leather Armor Gloves		add	0
11198	5735	B	3	45	Blue Wolf Leather Armor Boots		add	0
11199	2416	A	4	73	Blue Wolf Leather Armor Helmet		add	0
11200	2391	A	4	220	Blue Wolf Leather Armor		add	0
11201	5719	A	4	49	Blue Wolf Leather Armor Gloves		add	0
11202	5735	A	4	49	Blue Wolf Leather Armor Boots		add	0
11203	2416	S	5	83	Blue Wolf Leather Armor Helmet		add	0
11204	2391	S	5	249	Blue Wolf Leather Armor		add	0
11205	5719	S	5	55	Blue Wolf Leather Armor Gloves		add	0
11206	5735	S	5	55	Blue Wolf Leather Armor Boots		add	0
11207	2416	B	3	67	Leather Armor of Doom Helmet		add	0
2392	2392	B	3	202	Leather Armor of Doom		update	0
11208	5723	B	3	44	Leather Armor of Doom Gloves		add	0
11209	5739	B	3	45	Leather Armor of Doom Boots		add	0
11210	2416	A	4	73	Leather Armor of Doom Helmet		add	0
11211	2392	A	4	220	Leather Armor of Doom		add	0
11212	5723	A	4	49	Leather Armor of Doom Gloves		add	0
11213	5739	A	4	49	Leather Armor of Doom Boots		add	0
11214	2416	S	5	83	Leather Armor of Doom Helmet		add	0
11215	2392	S	5	249	Leather Armor of Doom		add	0
11216	5723	S	5	55	Leather Armor of Doom Gloves		add	0
11217	5739	S	5	55	Leather Armor of Doom Boots		add	0
11218	2416	A	4	73	Tallum Leather Armor Helmet		add	0
2393	2393	A	4	220	Tallum Leather Armor		update	0
11219	5769	A	4	49	Tallum Leather Armor Gloves		add	0
11220	5781	A	4	49	Tallum Leather Armor Boots		add	0
11221	2416	S	5	83	Tallum Leather Armor Helmet		add	0
11222	2393	S	5	249	Tallum Leather Armor		add	0
11223	5769	S	5	55	Tallum Leather Armor Gloves		add	0
11224	5781	S	5	55	Tallum Leather Armor Boots		add	0
11225	2416	A	4	73	Nightmarish Leather Armor Helmet		add	0
2394	2394	A	4	220	Nightmarish Leather Armor		update	0
11226	5772	A	4	49	Nightmarish Leather Armor Gloves		add	0
11227	5784	A	4	49	Nightmarish Leather Armor Boots		add	0
11228	2416	S	5	83	Nightmarish Leather Armor Helmet		add	0
11229	2394	S	5	249	Nightmarish Leather Armor		add	0
11230	5772	S	5	55	Nightmarish Leather Armor Gloves		add	0
11231	5784	S	5	55	Nightmarish Leather Armor Boots		add	0
11232	2416	A	4	73	Majestic Leather Armor Helmet		add	0
2395	2395	A	4	220	Majestic Leather Armor		update	0
11233	5775	A	4	49	Majestic Leather Armor Gloves		add	0
11234	5787	A	4	49	Majestic Leather Armor Boots		add	0
11235	2416	S	5	83	Majestic Leather Armor Helmet		add	0
11236	2395	S	5	249	Majestic Leather Armor		add	0
11237	5775	S	5	55	Majestic Leather Armor Gloves		add	0
11238	5787	S	5	55	Majestic Leather Armor Boots		add	0
11239	41	B	3	67	Tunic of Zubei Helmet		add	0
2397	2397	B	3	83	Tunic of Zubei		update	0
11240	2402	B	3	52	Tunic of Zubei Stockings		add	0
11241	5712	B	3	44	Tunic of Zubei Gloves		add	0
11242	5728	B	3	45	Tunic of Zubei Boots		add	0
11243	41	A	4	73	Tunic of Zubei Helmet		add	0
11244	2397	A	4	91	Tunic of Zubei		add	0
11245	2402	A	4	56	Tunic of Zubei Stockings		add	0
11246	5712	A	4	49	Tunic of Zubei Gloves		add	0
11247	5728	A	4	49	Tunic of Zubei Boots		add	0
11248	41	S	5	83	Tunic of Zubei Helmet		add	0
11249	2397	S	5	102	Tunic of Zubei		add	0
11250	2402	S	5	64	Tunic of Zubei Stockings		add	0
11251	5712	S	5	55	Tunic of Zubei Gloves		add	0
11252	5728	S	5	55	Tunic of Zubei Boots		add	0
11253	41	B	3	67	Blue Wolf Tunic Helmet		add	0
2398	2398	B	3	83	Blue Wolf Tunic		update	0
11254	2403	B	3	52	Blue Wolf Tunic Stockings		add	0
11255	5720	B	3	44	Blue Wolf Tunic Gloves		add	0
11256	5736	B	3	45	Blue Wolf Tunic Boots		add	0
11257	41	A	4	73	Blue Wolf Tunic Helmet		add	0
11258	2398	A	4	91	Blue Wolf Tunic		add	0
11259	2403	A	4	56	Blue Wolf Tunic Stockings		add	0
11260	5720	A	4	49	Blue Wolf Tunic Gloves		add	0
11261	5736	A	4	49	Blue Wolf Tunic Boots		add	0
11262	41	S	5	83	Blue Wolf Tunic Helmet		add	0
11263	2398	S	5	102	Blue Wolf Tunic		add	0
11264	2403	S	5	64	Blue Wolf Tunic Stockings		add	0
11265	5720	S	5	55	Blue Wolf Tunic Gloves		add	0
11266	5736	S	5	55	Blue Wolf Tunic Boots		add	0
11267	41	B	3	67	Tunic of Doom Helmet		add	0
2399	2399	B	3	83	Tunic of Doom		update	0
11268	2404	B	3	52	Tunic of Doom Stockings		add	0
11269	5724	B	3	44	Tunic of Doom Gloves		add	0
11270	5740	B	3	45	Tunic of Doom Boots		add	0
11271	41	A	4	73	Tunic of Doom Helmet		add	0
11272	2399	A	4	91	Tunic of Doom		add	0
11273	2404	A	4	56	Tunic of Doom Stockings		add	0
11274	5724	A	4	49	Tunic of Doom Gloves		add	0
11275	5740	A	4	49	Tunic of Doom Boots		add	0
11276	41	S	5	83	Tunic of Doom Helmet		add	0
11277	2399	S	5	102	Tunic of Doom		add	0
11278	2404	S	5	64	Tunic of Doom Stockings		add	0
11279	5724	S	5	55	Tunic of Doom Gloves		add	0
11280	5740	S	5	55	Tunic of Doom Boots		add	0
11281	41	A	4	73	Tallum Tunic Helmet		add	0
2400	2400	A	4	91	Tallum Tunic		update	0
11282	2405	A	4	56	Tallum Tunic Stockings		add	0
11283	5770	A	4	49	Tallum Tunic Gloves		add	0
11284	5782	A	4	49	Tallum Tunic Boots		add	0
11285	41	S	5	83	Tallum Tunic Helmet		add	0
11286	2400	S	5	102	Tallum Tunic		add	0
11287	2405	S	5	64	Tallum Tunic Stockings		add	0
11288	5770	S	5	55	Tallum Tunic Gloves		add	0
11289	5782	S	5	55	Tallum Tunic Boots		add	0
11290	41	B	3	67	Avadon Robe Helmet		add	0
2406	2406	B	3	135	Avadon Robe		update	0
11291	5716	B	3	44	Avadon Robe Gloves		add	0
11292	5732	B	3	45	Avadon Robe Boots		add	0
11293	41	A	4	73	Avadon Robe Helmet		add	0
11294	2406	A	4	147	Avadon Robe		add	0
11295	5716	A	4	49	Avadon Robe Gloves		add	0
11296	5732	A	4	49	Avadon Robe Boots		add	0
11297	41	S	5	83	Avadon Robe Helmet		add	0
11298	2406	S	5	166	Avadon Robe		add	0
11299	5716	S	5	55	Avadon Robe Gloves		add	0
11300	5732	S	5	55	Avadon Robe Boots		add	0
11301	41	A	4	73	Dark Crystal Robe Helmet		add	0
2407	2407	A	4	147	Dark Crystal Robe		update	0
11302	5767	A	4	49	Dark Crystal Robe Gloves		add	0
11303	5779	A	4	49	Dark Crystal Robe Boots		add	0
11304	41	S	5	83	Dark Crystal Robe Helmet		add	0
11305	2407	S	5	166	Dark Crystal Robe		add	0
11306	5767	S	5	55	Dark Crystal Robe Gloves		add	0
11307	5779	S	5	55	Dark Crystal Robe Boots		add	0
11308	41	A	4	73	Nightmare Robe Helmet		add	0
2408	2408	A	4	147	Nightmare Robe		update	0
11309	5773	A	4	49	Nightmare Robe Gloves		add	0
11310	5785	A	4	49	Nightmare Robe Boots		add	0
11311	41	S	5	83	Nightmare Robe Helmet		add	0
11312	2408	S	5	166	Nightmare Robe		add	0
11313	5773	S	5	55	Nightmare Robe Gloves		add	0
11314	5785	S	5	55	Nightmare Robe Boots		add	0
11315	41	A	4	73	Majestic Robe Helmet		add	0
2409	2409	A	4	147	Majestic Robe		update	0
11316	5776	A	4	49	Majestic Robe Gloves		add	0
11317	5788	A	4	49	Majestic Robe Boots		add	0
11318	41	S	5	83	Majestic Robe Helmet		add	0
11319	2409	S	5	166	Majestic Robe		add	0
11320	5776	S	5	55	Majestic Robe Gloves		add	0
11321	5788	S	5	55	Majestic Robe Boots		add	0
11322	7860	S	5	83	Imperial Crusader Breastplate Helmet		add	1
6373	6373	S	5	205	Imperial Crusader Breastplate		update	0
11323	6374	S	5	128	Imperial Crusader Breastplate Gaiters		add	0
11324	6375	S	5	55	Imperial Crusader Breastplate Gloves		add	0
11325	6376	S	5	55	Imperial Crusader Breastplate Boots		add	0
11326	2416	S	5	83	Draconic Leather Armor Helmet		add	0
6379	6379	S	5	249	Draconic Leather Armor		update	0
11327	6380	S	5	55	Draconic Leather Armor Gloves		add	0
11328	6381	S	5	55	Draconic Leather Armor Boots		add	0
11329	41	S	5	83	Major Arcana Robe Helmet		add	0
6383	6383	S	5	166	Major Arcana Robe		update	0
11330	6384	S	5	55	Major Arcana Robe Gloves		add	0
11331	6385	S	5	55	Major Arcana Robe Boots		add	0
11332	7860	D	1	44	Clan Oath Armor Helmet		add	1
7851	7851	D	1	167	Clan Oath Armor		update	1
11333	7852	D	1	29	Clan Oath Armor Gloves		add	1
11334	7853	D	1	29	Clan Oath Armor Boots		add	1
11335	7860	C	2	58	Clan Oath Armor Helmet		add	1
11336	7851	C	2	239	Clan Oath Armor		add	1
11337	7852	C	2	39	Clan Oath Armor Gloves		add	1
11338	7853	C	2	39	Clan Oath Armor Boots		add	1
11339	7860	B	3	67	Clan Oath Armor Helmet		add	1
11340	7851	B	3	270	Clan Oath Armor		add	1
11341	7852	B	3	44	Clan Oath Armor Gloves		add	1
11342	7853	B	3	45	Clan Oath Armor Boots		add	1
11343	7860	A	4	73	Clan Oath Armor Helmet		add	1
11344	7851	A	4	293	Clan Oath Armor		add	1
11345	7852	A	4	49	Clan Oath Armor Gloves		add	1
11346	7853	A	4	49	Clan Oath Armor Boots		add	1
11347	7860	S	5	83	Clan Oath Armor Helmet		add	1
11348	7851	S	5	333	Clan Oath Armor		add	1
11349	7852	S	5	55	Clan Oath Armor Gloves		add	1
11350	7853	S	5	55	Clan Oath Armor Boots		add	1
11351	2416	D	1	44	Clan Oath Brigandine Helmet		add	0
7854	7854	D	1	125	Clan Oath Brigandine		update	1
11352	7855	D	1	29	Clan Oath Brigandine Gloves		add	1
11353	7856	D	1	29	Clan Oath Brigandine Boots		add	1
11354	2416	C	2	58	Clan Oath Brigandine Helmet		add	0
11355	7854	C	2	179	Clan Oath Brigandine		add	1
11356	7855	C	2	39	Clan Oath Brigandine Gloves		add	1
11357	7856	C	2	39	Clan Oath Brigandine Boots		add	1
11358	2416	B	3	67	Clan Oath Brigandine Helmet		add	0
11359	7854	B	3	202	Clan Oath Brigandine		add	1
11360	7855	B	3	44	Clan Oath Brigandine Gloves		add	1
11361	7856	B	3	45	Clan Oath Brigandine Boots		add	1
11362	2416	A	4	73	Clan Oath Brigandine Helmet		add	0
11363	7854	A	4	220	Clan Oath Brigandine		add	1
11364	7855	A	4	49	Clan Oath Brigandine Gloves		add	1
11365	7856	A	4	49	Clan Oath Brigandine Boots		add	1
11366	2416	S	5	83	Clan Oath Brigandine Helmet		add	0
11367	7854	S	5	249	Clan Oath Brigandine		add	1
11368	7855	S	5	55	Clan Oath Brigandine Gloves		add	1
11369	7856	S	5	55	Clan Oath Brigandine Boots		add	1
11370	41	D	1	44	Clan Oath Aketon Helmet		add	0
7857	7857	D	1	85	Clan Oath Aketon		update	1
11371	7858	D	1	29	Clan Oath Aketon Gloves		add	1
11372	7859	D	1	29	Clan Oath Aketon Boots		add	1
11373	41	C	2	58	Clan Oath Aketon Helmet		add	0
11374	7857	C	2	120	Clan Oath Aketon		add	1
11375	7858	C	2	39	Clan Oath Aketon Gloves		add	1
11376	7859	C	2	39	Clan Oath Aketon Boots		add	1
11377	41	B	3	67	Clan Oath Aketon Helmet		add	0
11378	7857	B	3	135	Clan Oath Aketon		add	1
11379	7858	B	3	44	Clan Oath Aketon Gloves		add	1
11380	7859	B	3	45	Clan Oath Aketon Boots		add	1
11381	41	A	4	73	Clan Oath Aketon Helmet		add	0
11382	7857	A	4	147	Clan Oath Aketon		add	1
11383	7858	A	4	49	Clan Oath Aketon Gloves		add	1
11384	7859	A	4	49	Clan Oath Aketon Boots		add	1
11385	41	S	5	83	Clan Oath Aketon Helmet		add	0
11386	7857	S	5	166	Clan Oath Aketon		add	1
11387	7858	S	5	55	Clan Oath Aketon Gloves		add	1
11388	7859	S	5	55	Clan Oath Aketon Boots		add	1
11389	7860	A	4	73	Apella Plate Armor Helmet		add	1
7861	7861	A	4	293	Apella Plate Armor		update	1
11390	7862	A	4	49	Apella Plate Armor Gloves		add	1
11391	7863	A	4	49	Apella Plate Armor Boots		add	1
11392	7860	S	5	83	Apella Plate Armor Helmet		add	1
11393	7861	S	5	333	Apella Plate Armor		add	1
11394	7862	S	5	55	Apella Plate Armor Gloves		add	1
11395	7863	S	5	55	Apella Plate Armor Boots		add	1
11396	2416	A	4	73	Apella Brigandine Helmet		add	0
7864	7864	A	4	220	Apella Brigandine		update	1
