# weapongrp models, made by unique_weapongrp_models.ps1 from C:\Users\KRIVOSHEEC\Desktop\1\system\weapongrp.dat.models.bak
# 2651 rows -> 537 looks, 428 of them in the cut down table. Backup of the full table : C:\Users\KRIVOSHEEC\Desktop\1\system\weapongrp.dat.models.bak
# rep_id	members	look	kind
5285	5285,13507,13508,13509,13510	lineageweapons.heavy_sword_m00_wp|lineageweaponstex.heavy_sword_t00_wp	weapon
5286	5286,13511,13512,13513	lineageweapons.berserker_blade_m00_wp|lineageweaponstex.berserker_blade_t00_wp	weapon
5705	5705,9020,13518	lineageweapons.kshanberk_m00_wp|lineageweapons.sword_of_damascus_m00_wp|lineageweaponstex.kshanberk_t00_wp|lineageweaponstex.sword_of_damascus_t00_wp	weapon
5706	5706,13519	lineageweapons.sword_of_damascus_m00_wp|lineageweapons.sword_of_damascus_m00_wp|lineageweaponstex.sword_of_damascus_t00_wp|lineageweaponstex.sword_of_damascus_t00_wp	weapon
5791	5791,13520,13521,13522,13523	lineageweapons.tomb_cudgel_m00_wp|lineageweaponstex.tomb_cudgel_t00_wp	monster
5792	5792,13524,13525,13526,13527	lineageweapons.tomb_mace_m00_wp|lineageweaponstex.tomb_mace_t00_wp	monster
5793	5793,13528,13529,13530	lineageweapons.tomb_staff_m00_wp|lineageweaponstex.tomb_staff_t00_wp	monster
5794	5794,13531,13532,13533	lineageweapons.tomb_baton_m00_wp|lineageweaponstex.tomb_baton_t00_wp	monster
5795	5795,13534,13535,13536,13537	lineageweapons.temple_spear_m00_wp|lineageweaponstex.temple_spear_t00_wp	monster
5796	5796,13538,13539,13540,13541	lineageweapons.temple_axe_m00_wp|lineageweaponstex.temple_axe_t00_wp	monster
5797	5797,13542,13543,13544	lineageweapons.temple_baton_m00_wp|lineageweaponstex.temple_baton_t00_wp	monster
5798	5798,13545,13546,13547	lineageweapons.temple_staff_m00_wp|lineageweaponstex.temple_staff_t00_wp	monster
5799	5799	lineageweapons.duskk_shield_m00_sh|lineageweaponstex.duskk_shield_t00_sh	shield
5800	5800,13548,13549,13550	lineageweapons.duskk_sword_m00_wp|lineageweaponstex.duskk_sword_t00_wp	monster
5801	5801,13551,13552,13553	lineageweapons.duskk_staff_m00_wp|lineageweaponstex.duskk_staff_t00_wp	monster
5802	5802,13554,13555,13556	lineageweapons.dawnn_book_m00_wp|lineageweaponstex.dawnn_book_t00_wp	monster
5817	5817,13557,13558,13559,13560,13561	lineageweapons.chrono_campana_m00_wp|lineageweaponstex.chrono_campana_t00_wp	weapon
6371	6371	lineageweapons.demon_splinter_m00_wp|lineageweapons.demon_splinter_m00_wp|lineageweaponstex.demon_splinter_t00_wp|lineageweaponstex.demon_splinter_t00_wp	weapon
6372	6372	lineageweapons.heavens_divider_m00_wp|lineageweaponstex.heavens_divider_t00_wp	weapon
6377	6377,6678	lineageweapons.imperial_crusader_shield_m00_sh|lineageweaponstex.imperial_crusader_shield_t00_sh|lineageweaponstex.imperial_crusader_shield_t01_sh	shield
6529	6529,6530	lineageweapons.fishing_rod_m00_wp|lineageweaponstex.fishing_rod_t00_wp	weapon
6531	6531,6532	lineageweapons.fishing_rod_m00_wp|lineageweaponstex.fishing_rod_t01_wp	weapon
6533	6533,6534	lineageweapons.fishing_rod_m00_wp|lineageweaponstex.fishing_rod_t02_wp	weapon
6579	6579	lineageweapons.arcana_mace_m00_wp|lineageweaponstex.arcana_mace_t00_wp	weapon
6580	6580	lineageweapons.tallum_blade_m00_wp|lineageweapons.dark_legions_edge_m00_wp|lineageweaponstex.tallum_blade_t00_wp|lineageweaponstex.dark_legions_edge_t00_wp	weapon
6611	6611	lineageweapons.the_sword_of_hero_m00_wp|lineageweaponstex.the_sword_of_hero_t00_wp	weapon
6612	6612	lineageweapons.the_two_handed_sword_of_hero_m00_wp|lineageweaponstex.the_two_handed_sword_of_hero_t00_wp	weapon
6613	6613	lineageweapons.the_axe_of_hero_m00_wp|lineageweaponstex.the_axe_of_hero_t00_wp	weapon
6614	6614	lineageweapons.the_mace_of_hero_m00_wp|lineageweaponstex.the_mace_of_hero_t00_wp	weapon
6615	6615	lineageweapons.the_hammer_of_hero_m00_wp|lineageweaponstex.the_hammer_of_hero_t00_wp	weapon
6616	6616	lineageweapons.the_staff_of_hero_m00_wp|lineageweaponstex.the_staff_of_hero_t00_wp	weapon
6617	6617	lineageweapons.the_dagger_of_hero_m00_wp|lineageweaponstex.the_dagger_of_hero_t00_wp	weapon
6618	6618	lineageweapons.the_fist_of_hero_m00_wp|lineageweapons.the_fist_of_hero_m00_wp|lineageweaponstex.the_fist_of_hero_t00_wp|lineageweaponstex.the_fist_of_hero_t00_wp	weapon
6619	6619	lineageweapons.the_bow_of_hero_m00_wp|lineageweaponstex.the_bow_of_hero_t00_wp	weapon
6620	6620	lineageweapons.the_dualsword_of_hero_m00_wp|lineageweapons.the_dualsword_of_hero_m00_wp|lineageweaponstex.the_dualsword_of_hero_t00_wp|lineageweaponstex.the_dualsword_of_hero_t00_wp	weapon
6621	6621	lineageweapons.the_pole_of_hero_m00_wp|lineageweaponstex.the_pole_of_hero_t00_wp	weapon
6715	6715	lineageweapons.bow_of_barka_silenos_archer_m00_wp|lineageweaponstex.bow_of_barka_silenos_archer_t00_wp	monster
6716	6716	lineageweapons.staff_of_barka_silenos_shaman_m00_wp|lineageweaponstex.staff_of_barka_silenos_shaman_t00_wp	monster
6717	6717	lineageweapons.sword_of_apostle_warrior_m00_wp|lineageweaponstex.sword_of_apostle_warrior_t00_wp	monster
6718	6718	lineageweapons.blunt_of_apostle_mage_m00_wp|lineageweaponstex.blunt_of_apostle_mage_t00_wp	monster
6719	6719	lineageweapons.axe_of_ketra_orc_chieftain_m00_wp|lineageweaponstex.axe_of_ketra_orc_chieftain_t00_wp	monster
6720	6720	lineageweapons.bow_of_halisha_m00_wp|lineageweaponstex.bow_of_halisha_t00_wp	monster
6721	6721	lineageweapons.shield_of_imperial_warlord_zombie_m00_sh|lineageweaponstex.shield_of_imperial_warlord_zombie_t00_sh	shield
6722	6722	lineageweapons.spear_of_ahrimanes_m00_wp|lineageweapons.spear_of_ahrimanes_m00_wp|lineageweaponstex.spear_of_ahrimanes_t00_wp|lineageweaponstex.spear_of_ahrimanes_t00_wp	monster
6723	6723	lineageweapons.sword_of_vampire_warrior_m00_wp|lineageweaponstex.sword_of_vampire_warrior_t00_wp	monster
6902	6902,7015	lineageweapons.pledge_shield_m00_sh|lineageweaponstex.pledge_shield_t00_sh|lineageweaponstex.pledge_shield_t01_sh|lineageweaponstex.pledge_shield_t02_sh	shield
6917	6917	lineageweapons.poison_sting_m00_et|lineageweaponstex.poison_sting_t00_et	monster
6918	6918	lineageweapons.shield_of_barkasilenos_m00_sh|lineageweaponstex.shield_of_barkasilenos_t00_sh|lineageweaponstex.kite_shield_t01_sh	shield
6919	6919	lineageweapons.shield_of_ketraorc_m00_sh|lineageweaponstex.shield_of_ketraorc_t00_sh|lineageweaponstex.bone_shield_t01_sh	shield
7058	7058,13572,13573,13574,13575,13576	lineageweapons.chrono_darbuka_m00_wp|lineageweaponstex.chrono_darbuka_t00_wp	weapon
7560	7560	lineageweapons.fishing_rod_npc_m00_wp|lineageweaponstex.fishing_rod_t00_wp	monster
7575	7575	lineageweapons.draconic_bow_m00_wp|lineageweaponstex.draconic_bow_t00_wp	weapon
7880	7880,13649,13650,13651,13652	lineageweapons.iron_sword_m00_wp|lineageweaponstex.iron_sword_t00_wp	weapon
7881	7881,13653,13654,13655,13656	lineageweapons.giants_sword_m00_wp|lineageweaponstex.giants_sword_t00_wp	weapon
7882	7882,8846,8933,8998,13657,13658,13659	lineageweapons.sword_of_paagrio_m00_wp|lineageweaponstex.sword_of_paagrio_t00_wp	weapon
7883	7883,13660,13661	lineageweapons.guardians_sword_m00_wp|lineageweaponstex.guardians_sword_t00_wp	weapon
7884	7884,8867,9019,13662	lineageweapons.inferno_master_m00_wp|lineageweaponstex.inferno_master_t00_wp	weapon
7885	7885,13663,13664,13665,13666	lineageweapons.sword_of_priest_m00_wp|lineageweaponstex.sword_of_priest_t00_wp	weapon
7886	7886,13667,13668,13669,13670	lineageweapons.sword_of_magic_fog_m00_wp|lineageweaponstex.sword_of_magic_fog_t00_wp	weapon
7888	7888,13674,13675,13676	lineageweapons.sword_of_eclipse_m00_wp|lineageweaponstex.sword_of_eclipse_t00_wp	weapon
7889	7889,13677,13678	lineageweapons.tears_of_wizard_m00_wp|lineageweaponstex.tears_of_wizard_t00_wp	weapon
7890	7890,13679,13680,13681,13682	lineageweapons.mace_of_priest_m00_wp|lineageweaponstex.mace_of_priest_t00_wp	weapon
7891	7891,13683,13684,13685	lineageweapons.eclipse_axe_m00_wp|lineageweaponstex.eclipse_axe_t00_wp	weapon
7892	7892,13686,13687	lineageweapons.spell_breaker_m00_wp|lineageweaponstex.spell_breaker_t00_wp	weapon
7893	7893,13688,13689	lineageweapons.bone_of_kaim_vanul_m00_wp|lineageweaponstex.bone_of_kaim_vanul_t00_wp	weapon
7894	7894,13690	lineageweapons.eye_of_soul_m00_wp|lineageweaponstex.eye_of_soul_t00_wp	weapon
7895	7895,13691	lineageweapons.dragon_flame_head_m00_wp|lineageweaponstex.dragon_flame_head_t00_wp	weapon
7896	7896,13692,13693,13694,13695	lineageweapons.giants_hammer_m00_wp|lineageweaponstex.giants_hammer_t00_wp	weapon
7897	7897,13696,13697,13698	lineageweapons.dwarven_hammer_m00_wp|lineageweaponstex.dwarven_hammer_t00_wp	weapon
7898	7898,13699,13700,13701	lineageweapons.horn_of_karik_m00_wp|lineageweaponstex.horn_of_karik_t00_wp	weapon
7899	7899,13702	lineageweapons.hammer_of_destroyer_m00_wp|lineageweaponstex.hammer_of_destroyer_t00_wp	weapon
7900	7900,13703,13704	lineageweapons.ice_storm_hammer_m00_wp|lineageweaponstex.ice_storm_hammer_t00_wp	weapon
7901	7901,13705,13706	lineageweapons.star_buster_m00_wp|lineageweaponstex.star_buster_t00_wp	weapon
7902	7902,13707	lineageweapons.doom_crusher_m00_wp|lineageweaponstex.doom_crusher_t00_wp	weapon
7903	7903,8204,13708,13709,13710,13711,13712	lineageweapons.mon_follower_of_frintessa_calibur_m00_wp|lineageweaponstex.mon_follower_of_frintessa_calibur_t00_wp	monster
8190	8190	lineageweapons.unique_zariche_m00_wp|lineageweaponstex.unique_zariche_t00_wp	weapon
8203	8203	lineageweapons.mon_benom_sword_m00_wp|lineageweapons.mon_benom_sword_m00_wp|lineageweaponstex.mon_benom_sword_t00_wp|lineageweaponstex.mon_benom_sword_t00_wp	monster
8205	8205	lineageweapons.mon_heretic_priest_sickle_m00_wp|lineageweaponstex.mon_heretic_priest_sickle_t00_wp	monster
8206	8206	lineageweapons.mon_heretic_priest_sword_m00_wp|lineageweapons.mon_heretic_priest_sword_m00_wp|lineageweaponstex.mon_heretic_priest_sword_t00_wp|lineageweaponstex.mon_heretic_priest_sword_t00_wp	monster
8207	8207	lineageweapons.mon_heretic_privates_axe_m00_wp|lineageweapons.mon_heretic_privates_axe_m00_wp|lineageweaponstex.mon_heretic_privates_axe_t00_wp|lineageweaponstex.mon_heretic_privates_axe_t00_wp	monster
8208	8208	lineageweapons.mon_heretic_privates_staff_m00_wp|lineageweaponstex.mon_heretic_privates_staff_t00_wp	monster
8209	8209	lineageweapons.mon_lidia_von_helmann_sword_m00_wp|lineageweaponstex.mon_lidia_von_helmann_sword_t00_wp	monster
8210	8210	lineageweapons.mon_monk_warrior_shield_m00_sh|lineageweaponstex.mon_monk_warrior_shield_t00_sh|lineageweaponstex.mon_monk_warrior_shield_t01_sh	shield
8211	8211	lineageweapons.mon_monk_warrior_sword_m00_wp|lineageweaponstex.mon_monk_warrior_sword_t00_wp	monster
8212	8212	lineageweapons.mon_solina_brother_mace_m00_wp|lineageweaponstex.mon_solina_brother_mace_t00_wp	monster
8213	8213	lineageweapons.mon_solina_father_mace_m00_wp|lineageweaponstex.mon_solina_father_mace_t00_wp	monster
8214	8214	lineageweapons.mon_solina_priest_pole_m00_wp|lineageweaponstex.mon_solina_priest_pole_t00_wp	monster
8215	8215	lineageweapons.mon_zombie_enlisted_man_sword_m00_wp|lineageweaponstex.mon_zombie_enlisted_man_sword_t00_wp	monster
8216	8216	lineageweapons.mon_zombie_enlisted_man_claw_m00_wp|lineageweapons.mon_zombie_enlisted_man_claw_m00_wp|lineageweaponstex.mon_zombie_enlisted_man_sword_t00_wp|lineageweaponstex.mon_zombie_enlisted_man_sword_t00_wp	monster
8217	8217	lineageweapons.mon_zombie_gateguard_spear_m00_wp|lineageweaponstex.mon_zombie_gateguard_spear_t00_wp	monster
8218	8218	lineageweapons.mon_zombie_laborer_axe_m00_wp|lineageweaponstex.mon_zombie_laborer_axe_t00_wp	monster
8219	8219	lineageweapons.mon_zombie_laborer_sword_m00_wp|lineageweaponstex.mon_zombie_laborer_axe_t00_wp	monster
8220	8220	lineageweapons.mon_apostle_grail_bow_m00_wp|lineageweaponstex.mon_apostle_grail_bow_t00_wp	monster
8221	8221	lineageweapons.mon_apostle_grail_spear_m00_wp|lineageweaponstex.mon_apostle_grail_spear_t00_wp	monster
8222	8222	lineageweapons.mon_follower_of_frintessa_tran_calibur_m00_wp|lineageweaponstex.mon_follower_of_frintessa_tran_calibur_t00_wp	monster
8350	8350,13713,13714,13715,13716,13717	lineageweapons.chrono_maracas_m00_wp|lineageweapons.chrono_maracas_m00_wp|lineageweaponstex.chrono_maracas_t00_wp|lineageweaponstex.chrono_maracas_t00_wp	weapon
8527	8527,13718,13719,13720,13721	lineageweapons.strengthening_bow_m00_wp|lineageweaponstex.strengthening_bow_t01_wp	monster
8528	8528,13722,13723,13724,13725	lineageweapons.doom_hammer_m00_wp|lineageweaponstex.doom_hammer_t01_wp	monster
8529	8529,13726,13727,13728,13729,13730	lineageweapons.knife_m00_wp|lineageweaponstex.knife_t01_wp	monster
8530	8530,13731,13732,13733,13734,13735	lineageweapons.squires_sword_m00_wp|lineageweaponstex.squires_sword_t01_wp	monster
8531	8531,13736,13737,13738,13739	lineageweapons.apprentices_staff_m00_wp|lineageweaponstex.apprentices_staff_t01_wp	monster
8532	8532,13740,13741,13742,13743	lineageweapons.spinebone_sword_m00_wp|lineageweaponstex.spinebone_sword_t01_wp	monster
8533	8533,13744,13745,13746,13747	lineageweapons.crimson_sword_m00_wp|lineageweaponstex.crimson_sword_t01_wp	monster
8678	8678,13748	lineageweapons.sirr_blade_m00_wp|lineageweaponstex.sirr_blade_t00_wp	weapon
8679	8679,13749	lineageweapons.sword_of_ipos_m00_wp|lineageweaponstex.sword_of_ipos_t00_wp	weapon
8680	8680,13750	lineageweapons.barakiel_axe_m00_wp|lineageweaponstex.barakiel_axe_t00_wp	weapon
8681	8681,13751	lineageweapons.tuning_fork_of_behemoth_m00_wp|lineageweaponstex.tuning_fork_of_behemoth_t00_wp	weapon
8682	8682,13752	lineageweapons.naga_storm_m00_wp|lineageweaponstex.naga_storm_t00_wp	weapon
8683	8683,13753	lineageweapons.tiphon_spear_m00_wp|lineageweaponstex.tiphon_spear_t00_wp	weapon
8684	8684,13754	lineageweapons.shyid_bow_m00_wp|lineageweaponstex.shyid_bow_t00_wp	weapon
8685	8685,13755	lineageweapons.sobekk_hurricane_m00_wp|lineageweapons.sobekk_hurricane_m00_wp|lineageweaponstex.sobekk_hurricane_t00_wp|lineageweaponstex.sobekk_hurricane_t00_wp	weapon
8686	8686,13756	lineageweapons.tongue_of_themis_m00_wp|lineageweaponstex.tongue_of_themis_t00_wp	weapon
8687	8687,13757	lineageweapons.hand_of_cabrio_m00_wp|lineageweaponstex.hand_of_cabrio_t00_wp	weapon
8688	8688,13758	lineageweapons.crystal_of_deamon_m00_wp|lineageweaponstex.crystal_of_deamon_t00_wp	weapon
8689	8689	lineageweapons.aka_m00_wp|lineageweapons.manaf_m00_wp|lineageweaponstex.aka_t00_wp|lineageweaponstex.manaf_t00_wp	weapon
8763	8763	lineageweapons.seize_mace_m00_wp|lineageweaponstex.seize_mace_t00_wp	weapon
8935	8935	lineageweapons.test_rapier_m00_wp|lineageweaponstex.test_rapier_t00_wp	monster
8938	8938,13759	lineageweapons.tallum_blade_m00_wp|lineageweapons.sword_of_damascus_m00_wp|lineageweaponstex.tallum_blade_t00_wp|lineageweaponstex.sword_of_damascus_t00_wp	weapon
9136	9136,9137,13760,13761,13762,13763,13764,13765,13766	lineageweapons.mon_grail_spear_m00_wp|lineagemonsterstex3.evilate_t00	monster
9140	9140,9141,13767,13768,13769,13770,13771	lineageweapons.krono_bow_m00_wp|lineageweaponstex.krono_bow_t00_wp	weapon
