id	donor	grade	gradeIdx	pAtk	mAtk	class	glow	name
12648	2540	C	2	190	83	DUAL	006t	Artisan's Sword*Artisan's Sword
12649	2540	B	3	236	99	DUAL	006t	Artisan's Sword*Artisan's Sword
12650	2540	A	4	305	121	DUAL	006t	Artisan's Sword*Artisan's Sword
12651	2540	S	5	361	137	DUAL	006t	Artisan's Sword*Artisan's Sword
2541	2541	D	1			DUAL	006t	Artisan's Sword*Knight's Sword
12652	2541	C	2	190	83	DUAL	006t	Artisan's Sword*Knight's Sword
12653	2541	B	3	236	99	DUAL	006t	Artisan's Sword*Knight's Sword
12654	2541	A	4	305	121	DUAL	006t	Artisan's Sword*Knight's Sword
12655	2541	S	5	361	137	DUAL	006t	Artisan's Sword*Knight's Sword
2543	2543	D	1			DUAL	006t	Artisan's Sword*Elven Sword
12656	2543	C	2	190	83	DUAL	006t	Artisan's Sword*Elven Sword
12657	2543	B	3	236	99	DUAL	006t	Artisan's Sword*Elven Sword
12658	2543	A	4	305	121	DUAL	006t	Artisan's Sword*Elven Sword
12659	2543	S	5	361	137	DUAL	006t	Artisan's Sword*Elven Sword
2544	2544	C	2			DUAL	006t	Artisan's Sword*Sword of Revolution
12660	2544	B	3	236	99	DUAL	006t	Artisan's Sword*Sword of Revolution
12661	2544	A	4	305	121	DUAL	006t	Artisan's Sword*Sword of Revolution
12662	2544	S	5	361	137	DUAL	006t	Artisan's Sword*Sword of Revolution
2545	2545	C	2			DUAL	006t	Artisan's Sword*Elven Long Sword
12663	2545	B	3	236	99	DUAL	006t	Artisan's Sword*Elven Long Sword
12664	2545	A	4	305	121	DUAL	006t	Artisan's Sword*Elven Long Sword
12665	2545	S	5	361	137	DUAL	006t	Artisan's Sword*Elven Long Sword
2546	2546	D	1			DUAL	006t	Knight's Sword*Knight's Sword
12666	2546	C	2	190	83	DUAL	006t	Knight's Sword*Knight's Sword
12667	2546	B	3	236	99	DUAL	006t	Knight's Sword*Knight's Sword
12668	2546	A	4	305	121	DUAL	006t	Knight's Sword*Knight's Sword
12669	2546	S	5	361	137	DUAL	006t	Knight's Sword*Knight's Sword
2548	2548	D	1			DUAL	006t	Knight's Sword*Elven Sword
12670	2548	C	2	190	83	DUAL	006t	Knight's Sword*Elven Sword
12671	2548	B	3	236	99	DUAL	006t	Knight's Sword*Elven Sword
12672	2548	A	4	305	121	DUAL	006t	Knight's Sword*Elven Sword
12673	2548	S	5	361	137	DUAL	006t	Knight's Sword*Elven Sword
2549	2549	C	2			DUAL	006t	Knight's Sword*Sword of Revolution
12674	2549	B	3	236	99	DUAL	006t	Knight's Sword*Sword of Revolution
12675	2549	A	4	305	121	DUAL	006t	Knight's Sword*Sword of Revolution
12676	2549	S	5	361	137	DUAL	006t	Knight's Sword*Sword of Revolution
2550	2550	C	2			DUAL	006t	Knight's Sword*Elven Long Sword
12677	2550	B	3	236	99	DUAL	006t	Knight's Sword*Elven Long Sword
12678	2550	A	4	305	121	DUAL	006t	Knight's Sword*Elven Long Sword
12679	2550	S	5	361	137	DUAL	006t	Knight's Sword*Elven Long Sword
2555	2555	C	2			DUAL	006t	Elven Sword*Elven Sword
12680	2555	B	3	236	99	DUAL	006t	Elven Sword*Elven Sword
12681	2555	A	4	305	121	DUAL	006t	Elven Sword*Elven Sword
12682	2555	S	5	361	137	DUAL	006t	Elven Sword*Elven Sword
2556	2556	C	2			DUAL	006t	Elven Sword*Sword of Revolution
12683	2556	B	3	236	99	DUAL	006t	Elven Sword*Sword of Revolution
12684	2556	A	4	305	121	DUAL	006t	Elven Sword*Sword of Revolution
12685	2556	S	5	361	137	DUAL	006t	Elven Sword*Sword of Revolution
2557	2557	C	2			DUAL	006t	Elven Sword*Elven Long Sword
12686	2557	B	3	236	99	DUAL	006t	Elven Sword*Elven Long Sword
12687	2557	A	4	305	121	DUAL	006t	Elven Sword*Elven Long Sword
12688	2557	S	5	361	137	DUAL	006t	Elven Sword*Elven Long Sword
2558	2558	C	2			DUAL	006t	Sword of Revolution*Sword of Revolution
12689	2558	B	3	236	99	DUAL	006t	Sword of Revolution*Sword of Revolution
12690	2558	A	4	305	121	DUAL	006t	Sword of Revolution*Sword of Revolution
12691	2558	S	5	361	137	DUAL	006t	Sword of Revolution*Sword of Revolution
2559	2559	C	2			DUAL	006t	Sword of Revolution*Elven Long Sword
12692	2559	B	3	236	99	DUAL	006t	Sword of Revolution*Elven Long Sword
12693	2559	A	4	305	121	DUAL	006t	Sword of Revolution*Elven Long Sword
12694	2559	S	5	361	137	DUAL	006t	Sword of Revolution*Elven Long Sword
2560	2560	C	2			DUAL	006t	Elven Long Sword*Elven Long Sword
12695	2560	B	3	236	99	DUAL	006t	Elven Long Sword*Elven Long Sword
12696	2560	A	4	305	121	DUAL	006t	Elven Long Sword*Elven Long Sword
12697	2560	S	5	361	137	DUAL	006t	Elven Long Sword*Elven Long Sword
2561	2561	C	2			DUAL	006t	Stormbringer*Stormbringer
12698	2561	B	3	236	99	DUAL	006t	Stormbringer*Stormbringer
12699	2561	A	4	305	121	DUAL	006t	Stormbringer*Stormbringer
12700	2561	S	5	361	137	DUAL	006t	Stormbringer*Stormbringer
2564	2564	C	2			DUAL	006t	Stormbringer*Spirit Sword
12701	2564	B	3	236	99	DUAL	006t	Stormbringer*Spirit Sword
12702	2564	A	4	305	121	DUAL	006t	Stormbringer*Spirit Sword
12703	2564	S	5	361	137	DUAL	006t	Stormbringer*Spirit Sword
2565	2565	C	2			DUAL	006t	Stormbringer*Raid Sword
12704	2565	B	3	236	99	DUAL	006t	Stormbringer*Raid Sword
12705	2565	A	4	305	121	DUAL	006t	Stormbringer*Raid Sword
12706	2565	S	5	361	137	DUAL	006t	Stormbringer*Raid Sword
2566	2566	B	3			DUAL	006t	Stormbringer*Caliburs
12707	2566	A	4	305	121	DUAL	006t	Stormbringer*Caliburs
12708	2566	S	5	361	137	DUAL	006t	Stormbringer*Caliburs
2567	2567	B	3			DUAL	006t	Stormbringer*Sword of Limit
12709	2567	A	4	305	121	DUAL	006t	Stormbringer*Sword of Limit
12710	2567	S	5	361	137	DUAL	006t	Stormbringer*Sword of Limit
2569	2569	B	3			DUAL	006t	Stormbringer*Sword of Nightmare
12711	2569	A	4	305	121	DUAL	006t	Stormbringer*Sword of Nightmare
12712	2569	S	5	361	137	DUAL	006t	Stormbringer*Sword of Nightmare
2570	2570	B	3			DUAL	006t	Stormbringer*Tsurugi
12713	2570	A	4	305	121	DUAL	006t	Stormbringer*Tsurugi
12714	2570	S	5	361	137	DUAL	006t	Stormbringer*Tsurugi
2571	2571	B	3			DUAL	006t	Stormbringer*Samurai Long sword
12715	2571	A	4	305	121	DUAL	006t	Stormbringer*Samurai Long sword
12716	2571	S	5	361	137	DUAL	006t	Stormbringer*Samurai Long sword
2591	2591	C	2			DUAL	006t	Spirit Sword*Spirit Sword
12717	2591	B	3	236	99	DUAL	006t	Spirit Sword*Spirit Sword
12718	2591	A	4	305	121	DUAL	006t	Spirit Sword*Spirit Sword
12719	2591	S	5	361	137	DUAL	006t	Spirit Sword*Spirit Sword
2592	2592	C	2			DUAL	006t	Spirit Sword*Raid Sword
12720	2592	B	3	236	99	DUAL	006t	Spirit Sword*Raid Sword
12721	2592	A	4	305	121	DUAL	006t	Spirit Sword*Raid Sword
12722	2592	S	5	361	137	DUAL	006t	Spirit Sword*Raid Sword
2593	2593	B	3			DUAL	006t	Spirit Sword*Caliburs
12723	2593	A	4	305	121	DUAL	006t	Spirit Sword*Caliburs
12724	2593	S	5	361	137	DUAL	006t	Spirit Sword*Caliburs
2594	2594	B	3			DUAL	006t	Spirit Sword*Sword of Limit
12725	2594	A	4	305	121	DUAL	006t	Spirit Sword*Sword of Limit
12726	2594	S	5	361	137	DUAL	006t	Spirit Sword*Sword of Limit
2596	2596	B	3			DUAL	006t	Spirit Sword*Sword of Nightmare
12727	2596	A	4	305	121	DUAL	006t	Spirit Sword*Sword of Nightmare
12728	2596	S	5	361	137	DUAL	006t	Spirit Sword*Sword of Nightmare
2597	2597	B	3			DUAL	006t	Spirit Sword*Tsurugi
12729	2597	A	4	305	121	DUAL	006t	Spirit Sword*Tsurugi
12730	2597	S	5	361	137	DUAL	006t	Spirit Sword*Tsurugi
2598	2598	B	3			DUAL	006t	Spirit Sword*Samurai Long Sword
12731	2598	A	4	305	121	DUAL	006t	Spirit Sword*Samurai Long Sword
12732	2598	S	5	361	137	DUAL	006t	Spirit Sword*Samurai Long Sword
2599	2599	C	2			DUAL	006t	Raid Sword*Raid Sword
12733	2599	B	3	236	99	DUAL	006t	Raid Sword*Raid Sword
12734	2599	A	4	305	121	DUAL	006t	Raid Sword*Raid Sword
12735	2599	S	5	361	137	DUAL	006t	Raid Sword*Raid Sword
2600	2600	B	3			DUAL	006t	Raid Sword*Caliburs
12736	2600	A	4	305	121	DUAL	006t	Raid Sword*Caliburs
12737	2600	S	5	361	137	DUAL	006t	Raid Sword*Caliburs
2601	2601	B	3			DUAL	006t	Raid Sword*Sword of Limit
12738	2601	A	4	305	121	DUAL	006t	Raid Sword*Sword of Limit
12739	2601	S	5	361	137	DUAL	006t	Raid Sword*Sword of Limit
2603	2603	B	3			DUAL	006t	Raid Sword*Sword of Nightmare
12740	2603	A	4	305	121	DUAL	006t	Raid Sword*Sword of Nightmare
12741	2603	S	5	361	137	DUAL	006t	Raid Sword*Sword of Nightmare
2604	2604	B	3			DUAL	006t	Raid Sword*Tsurugi
12742	2604	A	4	305	121	DUAL	006t	Raid Sword*Tsurugi
12743	2604	S	5	361	137	DUAL	006t	Raid Sword*Tsurugi
2605	2605	B	3			DUAL	006t	Raid Sword*Samurai Long Sword
12744	2605	A	4	305	121	DUAL	006t	Raid Sword*Samurai Long Sword
12745	2605	S	5	361	137	DUAL	006t	Raid Sword*Samurai Long Sword
2606	2606	B	3			DUAL	006t	Caliburs*Caliburs
12746	2606	A	4	305	121	DUAL	006t	Caliburs*Caliburs
12747	2606	S	5	361	137	DUAL	006t	Caliburs*Caliburs
2607	2607	B	3			DUAL	006t	Caliburs*Sword of Limit
12748	2607	A	4	305	121	DUAL	006t	Caliburs*Sword of Limit
12749	2607	S	5	361	137	DUAL	006t	Caliburs*Sword of Limit
2609	2609	B	3			DUAL	006t	Caliburs*Sword of Nightmare
12750	2609	A	4	305	121	DUAL	006t	Caliburs*Sword of Nightmare
12751	2609	S	5	361	137	DUAL	006t	Caliburs*Sword of Nightmare
2610	2610	B	3			DUAL	006t	Caliburs*Tsurugi
12752	2610	A	4	305	121	DUAL	006t	Caliburs*Tsurugi
12753	2610	S	5	361	137	DUAL	006t	Caliburs*Tsurugi
2611	2611	B	3			DUAL	006t	Caliburs*Samurai Long Sword
12754	2611	A	4	305	121	DUAL	006t	Caliburs*Samurai Long Sword
12755	2611	S	5	361	137	DUAL	006t	Caliburs*Samurai Long Sword
2612	2612	B	3			DUAL	006t	Sword of Limit*Sword of Limit
12756	2612	A	4	305	121	DUAL	006t	Sword of Limit*Sword of Limit
12757	2612	S	5	361	137	DUAL	006t	Sword of Limit*Sword of Limit
2614	2614	B	3			DUAL	006t	Sword of Limit*Sword of Nightmare
12758	2614	A	4	305	121	DUAL	006t	Sword of Limit*Sword of Nightmare
12759	2614	S	5	361	137	DUAL	006t	Sword of Limit*Sword of Nightmare
2615	2615	B	3			DUAL	006t	Sword of Limit*Tsurugi
12760	2615	A	4	305	121	DUAL	006t	Sword of Limit*Tsurugi
12761	2615	S	5	361	137	DUAL	006t	Sword of Limit*Tsurugi
2616	2616	B	3			DUAL	006t	Sword of Limit*Samurai Long Sword
12762	2616	A	4	305	121	DUAL	006t	Sword of Limit*Samurai Long Sword
12763	2616	S	5	361	137	DUAL	006t	Sword of Limit*Samurai Long Sword
2621	2621	B	3			DUAL	006t	Sword of Nightmare*Sword of Nightmare
12764	2621	A	4	305	121	DUAL	006t	Sword of Nightmare*Sword of Nightmare
12765	2621	S	5	361	137	DUAL	006t	Sword of Nightmare*Sword of Nightmare
2622	2622	B	3			DUAL	006t	Sword of Nightmare*Tsurugi
12766	2622	A	4	305	121	DUAL	006t	Sword of Nightmare*Tsurugi
12767	2622	S	5	361	137	DUAL	006t	Sword of Nightmare*Tsurugi
2623	2623	B	3			DUAL	006t	Sword of Nightmare*Samurai Long Sword
12768	2623	A	4	305	121	DUAL	006t	Sword of Nightmare*Samurai Long Sword
12769	2623	S	5	361	137	DUAL	006t	Sword of Nightmare*Samurai Long Sword
2624	2624	B	3			DUAL	006t	Tsurugi*Tsurugi
12770	2624	A	4	305	121	DUAL	006t	Tsurugi*Tsurugi
12771	2624	S	5	361	137	DUAL	006t	Tsurugi*Tsurugi
2625	2625	B	3			DUAL	006t	Tsurugi*Samurai Long Sword
12772	2625	A	4	305	121	DUAL	006t	Tsurugi*Samurai Long Sword
12773	2625	S	5	361	137	DUAL	006t	Tsurugi*Samurai Long Sword
2626	2626	B	3			DUAL	006t	Samurai Long Sword*Samurai Long Sword
12774	2626	A	4	305	121	DUAL	006t	Samurai Long Sword*Samurai Long Sword
12775	2626	S	5	361	137	DUAL	006t	Samurai Long Sword*Samurai Long Sword
3937	3937	D	1			POLE	002t	Giant Bar
12776	3937	C	2	156	83	POLE	002t	Giant Bar
12777	3937	B	3	194	99	POLE	002t	Giant Bar
12778	3937	A	4	258	121	POLE	002t	Giant Bar
12779	3937	S	5	297	137	POLE	002t	Giant Bar
3938	3938	D	1			POLE	002t	Giant Rod
12780	3938	C	2	156	83	POLE	002t	Giant Rod
12781	3938	B	3	194	99	POLE	002t	Giant Rod
12782	3938	A	4	258	121	POLE	002t	Giant Rod
12783	3938	S	5	297	137	POLE	002t	Giant Rod
3939	3939	D	1			POLE	002t	Lady's Fan
12784	3939	C	2	156	83	POLE	002t	Lady's Fan
12785	3939	B	3	194	99	POLE	002t	Lady's Fan
12786	3939	A	4	258	121	POLE	002t	Lady's Fan
12787	3939	S	5	297	137	POLE	002t	Lady's Fan
4027	4027	NG	0			SWORD_P	004t	Bouquet
4028	4028	D	1			DAGGER_P	002t	Giant Cannon
12788	4028	C	2	136	83	DAGGER_P	002t	Giant Cannon
12789	4028	B	3	170	99	DAGGER_P	002t	Giant Cannon
12790	4028	A	4	220	121	DAGGER_P	002t	Giant Cannon
12791	4028	S	5	260	137	DAGGER_P	002t	Giant Cannon
4202	4202	NG	0			SWORD_P	004t	Chrono Cithara
4233	4233	C	2			DUALFIST	001t	Knuckle Duster
12792	4233	B	3	236	99	DUALFIST	001t	Knuckle Duster
12793	4233	A	4	305	121	DUALFIST	001t	Knuckle Duster
12794	4233	S	5	361	137	DUALFIST	001t	Knuckle Duster
5127	5127	D	1			DAGGER_P	002t	Dailaon Knife
12795	5127	C	2	136	83	DAGGER_P	002t	Dailaon Knife
12796	5127	B	3	170	99	DAGGER_P	002t	Dailaon Knife
12797	5127	A	4	220	121	DAGGER_P	002t	Dailaon Knife
12798	5127	S	5	260	137	DAGGER_P	002t	Dailaon Knife
5128	5128	D	1			DAGGER_P	002t	Crokian Blade
12799	5128	C	2	136	83	DAGGER_P	002t	Crokian Blade
12800	5128	B	3	170	99	DAGGER_P	002t	Crokian Blade
12801	5128	A	4	220	121	DAGGER_P	002t	Crokian Blade
12802	5128	S	5	260	137	DAGGER_P	002t	Crokian Blade
5129	5129	D	1			DUAL	006t	Doll Knife
12803	5129	C	2	190	83	DUAL	006t	Doll Knife
12804	5129	B	3	236	99	DUAL	006t	Doll Knife
12805	5129	A	4	305	121	DUAL	006t	Doll Knife
12806	5129	S	5	361	137	DUAL	006t	Doll Knife
5130	5130	D	1			DAGGER_P	002t	Nos Sword
12807	5130	C	2	136	83	DAGGER_P	002t	Nos Sword
12808	5130	B	3	170	99	DAGGER_P	002t	Nos Sword
12809	5130	A	4	220	121	DAGGER_P	002t	Nos Sword
12810	5130	S	5	260	137	DAGGER_P	002t	Nos Sword
5131	5131	D	1			DAGGER_P	002t	Parhit Staff
12811	5131	C	2	136	83	DAGGER_P	002t	Parhit Staff
12812	5131	B	3	170	99	DAGGER_P	002t	Parhit Staff
12813	5131	A	4	220	121	DAGGER_P	002t	Parhit Staff
12814	5131	S	5	260	137	DAGGER_P	002t	Parhit Staff
5132	5132	D	1			DAGGER_P	002t	Giant Trident
12815	5132	C	2	136	83	DAGGER_P	002t	Giant Trident
12816	5132	B	3	170	99	DAGGER_P	002t	Giant Trident
12817	5132	A	4	220	121	DAGGER_P	002t	Giant Trident
12818	5132	S	5	260	137	DAGGER_P	002t	Giant Trident
5133	5133	NG	0			DUALFIST	001t	Chrono Unitus
5233	5233	A	4			DUAL	006t	Keshanberk*Keshanberk
12819	5233	S	5	361	137	DUAL	006t	Keshanberk*Keshanberk
5284	5284	NG	0			BIGSWORD	004t	Zweihander
5285	5285	D	1			BIGSWORD	004t	Heavy Sword
12820	5285	C	2	190	83	BIGSWORD	004t	Heavy Sword
12821	5285	B	3	236	99	BIGSWORD	004t	Heavy Sword
12822	5285	A	4	305	121	BIGSWORD	004t	Heavy Sword
12823	5285	S	5	361	137	BIGSWORD	004t	Heavy Sword
5286	5286	C	2			BIGSWORD	004t	Berserker Blade
12824	5286	B	3	236	99	BIGSWORD	004t	Berserker Blade
12825	5286	A	4	305	121	BIGSWORD	004t	Berserker Blade
12826	5286	S	5	361	137	BIGSWORD	004t	Berserker Blade
5705	5705	A	4			DUAL	006t	Keshanberk*Damascus
12827	5705	S	5	361	137	DUAL	006t	Keshanberk*Damascus
5706	5706	A	4			DUAL	006t	Damascus*Damascus
12828	5706	S	5	361	137	DUAL	006t	Damascus*Damascus
5791	5791	D	1			BIGSWORD	004t	Tomb Guard A
12829	5791	C	2	190	83	BIGSWORD	004t	Tomb Guard A
12830	5791	B	3	236	99	BIGSWORD	004t	Tomb Guard A
12831	5791	A	4	305	121	BIGSWORD	004t	Tomb Guard A
12832	5791	S	5	361	137	BIGSWORD	004t	Tomb Guard A
5792	5792	D	1			BIGSWORD	004t	Tomb Guard B
12833	5792	C	2	190	83	BIGSWORD	004t	Tomb Guard B
12834	5792	B	3	236	99	BIGSWORD	004t	Tomb Guard B
12835	5792	A	4	305	121	BIGSWORD	004t	Tomb Guard B
12836	5792	S	5	361	137	BIGSWORD	004t	Tomb Guard B
5793	5793	C	2			SWORD_P	004t	Tomb Savant A
12837	5793	B	3	194	99	SWORD_P	004t	Tomb Savant A
12838	5793	A	4	258	121	SWORD_P	004t	Tomb Savant A
12839	5793	S	5	297	137	SWORD_P	004t	Tomb Savant A
5794	5794	C	2			SWORD_P	004t	Tomb Savant B
12840	5794	B	3	194	99	SWORD_P	004t	Tomb Savant B
12841	5794	A	4	258	121	SWORD_P	004t	Tomb Savant B
12842	5794	S	5	297	137	SWORD_P	004t	Tomb Savant B
5795	5795	D	1			BIGSWORD	004t	Tomb Guard A
12843	5795	C	2	190	83	BIGSWORD	004t	Tomb Guard A
12844	5795	B	3	236	99	BIGSWORD	004t	Tomb Guard A
12845	5795	A	4	305	121	BIGSWORD	004t	Tomb Guard A
12846	5795	S	5	361	137	BIGSWORD	004t	Tomb Guard A
5796	5796	D	1			BIGSWORD	004t	Tomb Guard B
12847	5796	C	2	190	83	BIGSWORD	004t	Tomb Guard B
12848	5796	B	3	236	99	BIGSWORD	004t	Tomb Guard B
12849	5796	A	4	305	121	BIGSWORD	004t	Tomb Guard B
12850	5796	S	5	361	137	BIGSWORD	004t	Tomb Guard B
5797	5797	C	2			SWORD_P	004t	Tomb Savant A
12851	5797	B	3	194	99	SWORD_P	004t	Tomb Savant A
12852	5797	A	4	258	121	SWORD_P	004t	Tomb Savant A
12853	5797	S	5	297	137	SWORD_P	004t	Tomb Savant A
5798	5798	C	2			SWORD_P	004t	Tomb Savant B
12854	5798	B	3	194	99	SWORD_P	004t	Tomb Savant B
12855	5798	A	4	258	121	SWORD_P	004t	Tomb Savant B
12856	5798	S	5	297	137	SWORD_P	004t	Tomb Savant B
5800	5800	C	2			SWORD_P	004t	Nephilim Lord
12857	5800	B	3	194	99	SWORD_P	004t	Nephilim Lord
12858	5800	A	4	258	121	SWORD_P	004t	Nephilim Lord
12859	5800	S	5	297	137	SWORD_P	004t	Nephilim Lord
5801	5801	C	2			SWORD_P	004t	Dusk
12860	5801	B	3	194	99	SWORD_P	004t	Dusk
12861	5801	A	4	258	121	SWORD_P	004t	Dusk
12862	5801	S	5	297	137	SWORD_P	004t	Dusk
5802	5802	C	2			SWORD_P	004t	Dawn
12863	5802	B	3	194	99	SWORD_P	004t	Dawn
12864	5802	A	4	258	121	SWORD_P	004t	Dawn
12865	5802	S	5	297	137	SWORD_P	004t	Dawn
5817	5817	NG	0			POLE	002t	Chrono Campana
6364	6364	S	5			SWORD_P	004t	Forgotten Blade
6365	6365	S	5			BLUNT_P	007t	Basalt Battlehammer
6366	6366	S	5			BIGBLUNT_M	005t	Imperial Staff
6367	6367	S	5			DAGGER_P	002t	Angel Slayer
6368	6368	S	5			BOW	008t	Shining Bow
6369	6369	S	5			BIGBLUNT_P	005t	Dragon Hunter Axe
6370	6370	S	5			POLE	002t	Saint Spear
6371	6371	S	5			DUALFIST	001t	Demon Splinter
6372	6372	S	5			BIGSWORD	004t	Heaven's Divider
6579	6579	S	5			BLUNT_M	007t	Arcana Mace
6580	6580	S	5			DUAL	006t	Tallum Blade*Dark Legion's Edge
6611	6611	S	5			SWORD_P	004t	Infinity Blade
6612	6612	S	5			BIGSWORD	004t	Infinity Cleaver
6613	6613	S	5			BLUNT_P	007t	Infinity Axe
6614	6614	S	5			BLUNT_M	007t	Infinity Rod
6615	6615	S	5			BIGBLUNT_P	005t	Infinity Crusher
6616	6616	S	5			BIGBLUNT_M	005t	Infinity Scepter
6617	6617	S	5			DAGGER_P	002t	Infinity Stinger
6618	6618	S	5			DUALFIST	001t	Infinity Fang
6619	6619	S	5			BOW	008t	Infinity Bow
6620	6620	S	5			DUAL	006t	Infinity Wing
6621	6621	S	5			POLE	002t	Infinity Spear
7058	7058	NG	0			BIGBLUNT_P	005t	Chrono Darbuka
7575	7575	S	5			BOW	008t	Draconic Bow
7880	7880	D	1			BIGSWORD	004t	Steel Sword
12866	7880	C	2	190	83	BIGSWORD	004t	Steel Sword
12867	7880	B	3	236	99	BIGSWORD	004t	Steel Sword
12868	7880	A	4	305	121	BIGSWORD	004t	Steel Sword
12869	7880	S	5	361	137	BIGSWORD	004t	Steel Sword
7881	7881	D	1			BIGSWORD	004t	Titan Sword
12870	7881	C	2	190	83	BIGSWORD	004t	Titan Sword
12871	7881	B	3	236	99	BIGSWORD	004t	Titan Sword
12872	7881	A	4	305	121	BIGSWORD	004t	Titan Sword
12873	7881	S	5	361	137	BIGSWORD	004t	Titan Sword
7882	7882	C	2			BIGSWORD	004t	Pa'agrian Sword
12874	7882	B	3	236	99	BIGSWORD	004t	Pa'agrian Sword
12875	7882	A	4	305	121	BIGSWORD	004t	Pa'agrian Sword
12876	7882	S	5	361	137	BIGSWORD	004t	Pa'agrian Sword
7883	7883	B	3			BIGSWORD	004t	Guardian Sword
12877	7883	A	4	305	121	BIGSWORD	004t	Guardian Sword
12878	7883	S	5	361	137	BIGSWORD	004t	Guardian Sword
7884	7884	A	4			BIGSWORD	004t	Infernal Master
12879	7884	S	5	361	137	BIGSWORD	004t	Infernal Master
7885	7885	D	1			SWORD_M	004t	Priest Sword
12880	7885	C	2	125	111	SWORD_M	004t	Priest Sword
12881	7885	B	3	155	132	SWORD_M	004t	Priest Sword
12882	7885	A	4	202	161	SWORD_M	004t	Priest Sword
12883	7885	S	5	238	182	SWORD_M	004t	Priest Sword
7886	7886	D	1			SWORD_M	004t	Sword of Magic Fog
12884	7886	C	2	125	111	SWORD_M	004t	Sword of Magic Fog
12885	7886	B	3	155	132	SWORD_M	004t	Sword of Magic Fog
12886	7886	A	4	202	161	SWORD_M	004t	Sword of Magic Fog
12887	7886	S	5	238	182	SWORD_M	004t	Sword of Magic Fog
7888	7888	C	2			SWORD_M	004t	Ecliptic Sword
12888	7888	B	3	155	132	SWORD_M	004t	Ecliptic Sword
12889	7888	A	4	202	161	SWORD_M	004t	Ecliptic Sword
12890	7888	S	5	238	182	SWORD_M	004t	Ecliptic Sword
7889	7889	B	3			SWORD_M	004t	Wizard's Tear
12891	7889	A	4	202	161	SWORD_M	004t	Wizard's Tear
12892	7889	S	5	238	182	SWORD_M	004t	Wizard's Tear
7890	7890	D	1			BLUNT_M	007t	Priest Mace
12893	7890	C	2	125	111	BLUNT_M	007t	Priest Mace
12894	7890	B	3	155	132	BLUNT_M	007t	Priest Mace
12895	7890	A	4	202	161	BLUNT_M	007t	Priest Mace
12896	7890	S	5	238	182	BLUNT_M	007t	Priest Mace
7891	7891	C	2			BLUNT_M	007t	Ecliptic Axe
12897	7891	B	3	155	132	BLUNT_M	007t	Ecliptic Axe
12898	7891	A	4	202	161	BLUNT_M	007t	Ecliptic Axe
12899	7891	S	5	238	182	BLUNT_M	007t	Ecliptic Axe
7892	7892	B	3			BLUNT_M	007t	Spell Breaker
12900	7892	A	4	202	161	BLUNT_M	007t	Spell Breaker
12901	7892	S	5	238	182	BLUNT_M	007t	Spell Breaker
7893	7893	B	3			BLUNT_M	007t	Kaim Vanul's Bones
12902	7893	A	4	202	161	BLUNT_M	007t	Kaim Vanul's Bones
12903	7893	S	5	238	182	BLUNT_M	007t	Kaim Vanul's Bones
7894	7894	A	4			BLUNT_M	007t	Spiritual Eye
12904	7894	S	5	238	182	BLUNT_M	007t	Spiritual Eye
7895	7895	A	4			BLUNT_M	007t	Flaming Dragon Skull
12905	7895	S	5	238	182	BLUNT_M	007t	Flaming Dragon Skull
7896	7896	D	1			BIGBLUNT_P	005t	Titan Hammer
12906	7896	C	2	190	83	BIGBLUNT_P	005t	Titan Hammer
12907	7896	B	3	236	99	BIGBLUNT_P	005t	Titan Hammer
12908	7896	A	4	305	121	BIGBLUNT_P	005t	Titan Hammer
12909	7896	S	5	361	137	BIGBLUNT_P	005t	Titan Hammer
7897	7897	C	2			BIGBLUNT_P	005t	Dwarven Hammer
12910	7897	B	3	236	99	BIGBLUNT_P	005t	Dwarven Hammer
12911	7897	A	4	305	121	BIGBLUNT_P	005t	Dwarven Hammer
12912	7897	S	5	361	137	BIGBLUNT_P	005t	Dwarven Hammer
7898	7898	C	2			BIGBLUNT_P	005t	Karik Horn
12913	7898	B	3	236	99	BIGBLUNT_P	005t	Karik Horn
12914	7898	A	4	305	121	BIGBLUNT_P	005t	Karik Horn
12915	7898	S	5	361	137	BIGBLUNT_P	005t	Karik Horn
7899	7899	A	4			BIGBLUNT_P	005t	Destroyer Hammer
12916	7899	S	5	361	137	BIGBLUNT_P	005t	Destroyer Hammer
7900	7900	B	3			BIGBLUNT_P	005t	Ice Storm Hammer
12917	7900	A	4	305	121	BIGBLUNT_P	005t	Ice Storm Hammer
12918	7900	S	5	361	137	BIGBLUNT_P	005t	Ice Storm Hammer
7901	7901	B	3			BIGBLUNT_P	005t	Star Buster
12919	7901	A	4	305	121	BIGBLUNT_P	005t	Star Buster
12920	7901	S	5	361	137	BIGBLUNT_P	005t	Star Buster
7902	7902	A	4			BIGBLUNT_P	005t	Doom Crusher
12921	7902	S	5	361	137	BIGBLUNT_P	005t	Doom Crusher
7903	7903	NG	0			BIGSWORD	004t	Frintezza's Sword
8350	8350	NG	0			DUAL	006t	Chrono Maracas
8678	8678	A	4			SWORD_P	004t	Sirra's Blade
12922	8678	S	5	297	137	SWORD_P	004t	Sirra's Blade
8679	8679	A	4			BIGSWORD	004t	Sword of Ipos
12923	8679	S	5	361	137	BIGSWORD	004t	Sword of Ipos
8680	8680	A	4			BLUNT_P	007t	Barakiel's Axe
12924	8680	S	5	297	137	BLUNT_P	007t	Barakiel's Axe
8681	8681	A	4			BIGBLUNT_P	005t	Behemoth's Tuning Fork
